"country","year","iso_code","population","gdp","gdp_per_capita","poverty_rate","gini_index","income_top1","income_top10","income_bottom50"
"Albania","1996","ALB","3245680","12468867839.0","3841.68","2.967841178","27.01034248","8.13","32.53","18.91"
"Albania","2002","ALB","3134095","17037279441.0","5436.11","4.194722325","31.73897862","8.61","33.59","18.08"
"Albania","2005","ALB","3076156","20562850324.0","6684.59","2.650217526","30.59565425","8.41","33.09","18.52"
"Albania","2008","ALB","2992933","25006230217.0","8355.09","0.827307906","29.98467088","8.57","33.03","18.68"
"Albania","2012","ALB","2910003","27819814441.0","9560.06","1.794590242","28.96048427","8.54","32.97","19.11"
"Albania","2014","ALB","2903748","28597169040.0","9848.36","3.676139563","34.59889591","9.59","35.54","17.24"
"Albania","2015","ALB","2898634","29231663899.0","10084.63","1.114864182","32.7537328","9.62","35.21","17.65"
"Albania","2016","ALB","2897868","30200694449.0","10421.69","1.140619721","33.73629749","9.33","35.77","16.49"
"Albania","2017","ALB","2898245","31348975722.0","10816.54","1.44444406","33.05566311","9.48","35.45","17.06"
"Albania","2018","ALB","2894229","32609000823.0","11266.9","1.010029484","30.14828265","9.29","35.03","17.49"
"Albania","2019","ALB","2885011","33289747424.0","11538.86","0.272369455","30.11576831","9.33","34.48","18.32"
"Albania","2020","ALB","2871950","32130726850.0","11187.77","0.340922456","29.41963077","9.33","34.48","18.34"
"Algeria","1988","DZA","24109538","115822000000.0","4803.98","12.26300001","37.35699356","15.72","46.6","15.08"
"Algeria","1995","DZA","28470194","145055000000.0","5094.97","11.80699989","35.33005416","15.72","46.6","15.08"
"Algeria","2011","DZA","36903374","482029000000.0","13061.91","0.0","27.61573195","15.93","43.27","18.55"
"Angola","2000","AGO","16194873","23512184116.0","1451.83","26.95463896","51.9451499","22.0","58.03","9.15"
"Angola","2008","AGO","21578656","105593000000.0","4893.41","22.07958251","42.71551371","15.3","49.32","12.23"
"Angola","2018","AGO","31297160","162550000000.0","5193.76","39.29470479","51.26428604","25.98","58.01","9.04"
"Armenia","1999","ARM","3167282","14850694858.0","4688.78","21.16912305","36.21972501","17.39","44.17","15.68"
"Armenia","2001","ARM","3084350","16184137401.0","5247.18","24.14123416","35.36435962","14.71","42.31","17.02"
"Armenia","2002","ARM","3055636","18018113990.0","5896.68","19.7662279","34.77967381","16.01","42.91","16.84"
"Armenia","2003","ARM","3038976","19928773567.0","6557.73","14.84504938","33.02808702","17.02","42.55","17.53"
"Armenia","2004","ARM","3022544","21350959248.0","7063.9","10.34797281","37.50563264","18.8","45.67","16.14"
"Armenia","2005","ARM","3006360","23626538545.0","7858.85","6.114460155","35.99235415","18.33","45.0","16.48"
"Armenia","2006","ARM","2990371","25937834265.0","8673.78","4.513620585","29.70998585","13.15","37.77","19.32"
"Armenia","2007","ARM","2974825","28610365796.0","9617.5","3.69028002","31.22605681","12.83","38.41","18.56"
"Armenia","2008","ARM","2959996","29672467967.0","10024.5","2.005504444","29.18814123","12.59","36.96","19.33"
"Armenia","2009","ARM","2945518","24704739187.0","8387.23","3.114195727","28.0158788","12.19","36.37","19.74"
"Armenia","2010","ARM","2931083","24485670654.0","8353.8","2.944504283","29.99258339","14.76","39.12","18.78"
"Armenia","2011","ARM","2923269","24860520809.0","8504.36","3.129605576","29.35294509","13.26","37.29","19.48"
"Armenia","2012","ARM","2922529","26634064691.0","9113.36","2.498792857","29.60226238","13.58","37.7","19.63"
"Armenia","2013","ARM","2922526","27542825799.0","9424.32","2.946781181","30.57966232","13.87","37.99","19.06"
"Armenia","2014","ARM","2922433","28536291283.0","9764.57","3.437587246","31.4832896","14.24","39.16","18.57"
"Armenia","2015","ARM","2921179","29464863299.0","10086.63","2.852397226","32.35677183","15.04","40.56","18.03"
"Armenia","2016","ARM","2918796","29522321034.0","10114.55","2.51599513","32.54794776","16.53","39.83","17.36"
"Armenia","2017","ARM","2914966","31741802974.0","10889.25","2.362477779","33.62183869","18.72","43.5","16.83"
"Armenia","2018","ARM","2909971","33400320594.0","11477.89","2.896632254","34.43349898","17.46","43.74","16.74"
"Armenia","2019","ARM","2903975","35949092334.0","12379.27","2.427800372","30.03121316","15.0","39.6","18.59"
"Armenia","2020","ARM","2890893","33378378959.0","11546.04","1.516591851","25.13160408","15.0","39.6","18.59"
"Armenia","2021","ARM","2870339","35275596129.0","12289.7","2.118089423","27.94013023","15.0","39.6","18.59"
"Armenia","2022","ARM","2880880","39721734780.0","13788.06","1.896881498","27.94529498","15.0","39.6","18.59"
"Armenia","2023","ARM","2943398","27542825799.0","9424.32","1.928025857","27.15465128","15.0","39.6","18.59"
"Australia","1981","AUS","14949210","348727000000.0","23327.44","0.993503071","31.32469356","5.27","24.79","19.5"
"Australia","1985","AUS","15835743","391229000000.0","24705.46","1.00130979","32.496351","5.99","25.52","19.27"
"Australia","1989","AUS","16869362","457176000000.0","27100.98","0.744274957","33.15186799","7.57","27.53","18.65"
"Australia","1995","AUS","18095340","549039000000.0","30341.44","0.992731471","32.57850111","7.88","30.87","18.47"
"Australia","2001","AUS","19365438","713890000000.0","36864.13","0.992064923","33.46192837","8.94","31.71","18.63"
"Australia","2003","AUS","19819449","774451000000.0","39075.3","0.997330714","33.4967494","9.48","32.61","18.13"
"Australia","2004","AUS","20046679","809792000000.0","40395.34","0.712537207","33.05571973","9.92","33.29","18.07"
"Australia","2008","AUS","21370595","937890000000.0","43886.92","0.669452967","35.42850912","10.51","34.31","17.28"
"Australia","2010","AUS","22141583","993854000000.0","44886.31","0.34916841","34.65672731","10.73","34.87","17.65"
"Australia","2014","AUS","23595599","1113890000000.0","47207.45","0.498483796","34.39816236","10.73","34.86","17.5"
"Australia","2016","AUS","24329963","1169970000000.0","48087.51","0.498741772","33.68518651","9.66","33.74","17.43"
"Australia","2018","AUS","25119700","1231580000000.0","49028.33","0.497093983","34.33252573","9.67","33.76","17.82"
"Australia","2020","AUS","25743787","1232260000000.0","47866.3","0.989207905","33.82901847","10.02","34.06","17.73"
"Austria","1994","AUT","7938157","229749000000.0","28942.4","0.230914843","30.82801998","9.17","31.3","23.22"
"Austria","1995","AUT","7950322","236824000000.0","29788.03","0.0","29.91432846","9.08","31.17","22.99"
"Austria","1996","AUT","7960917","243481000000.0","30584.51","0.0","29.31780815","9.13","31.3","22.97"
"Austria","1997","AUT","7969804","249847000000.0","31349.24","0.24598348","29.06536758","9.36","31.72","22.79"
"Austria","1998","AUT","7978465","259776000000.0","32559.69","0.239445129","31.34077191","9.67","32.21","22.8"
"Austria","1999","AUT","7993894","270186000000.0","33799.07","0.22600505","29.6705395","8.8","30.97","23.44"
"Austria","2000","AUT","8012929","280410000000.0","34994.71","0.244631991","28.96469235","9.69","32.24","22.91"
"Austria","2003","AUT","8122604","294489000000.0","36255.53","0.373226614","29.46562767","9.53","32.17","22.87"
"Austria","2004","AUT","8173496","303692000000.0","37155.76","0.081652886","29.78884578","9.64","32.61","22.9"
"Austria","2005","AUT","8229204","311441000000.0","37845.84","0.153690099","28.71520817","9.37","32.05","23.03"
"Austria","2006","AUT","8269901","323237000000.0","39085.95","0.145327172","29.58756089","9.94","32.84","22.65"
"Austria","2007","AUT","8296948","336304000000.0","40533.46","0.381421158","30.57945073","9.77","32.67","22.6"
"Austria","2008","AUT","8323250","342893000000.0","41196.95","0.509100128","30.43709397","9.59","32.53","22.52"
"Austria","2009","AUT","8345073","331119000000.0","39678.39","0.688482216","31.49490654","8.64","31.31","22.8"
"Austria","2010","AUT","8365087","338832000000.0","40505.53","0.519623375","30.25166392","9.58","32.57","22.37"
"Austria","2011","AUT","8393272","349713000000.0","41665.93","0.476821745","30.80105782","9.35","32.23","22.44"
"Austria","2012","AUT","8431599","352093000000.0","41758.76","0.671515195","30.47561646","9.27","31.79","22.8"
"Austria","2013","AUT","8481411","352183000000.0","41524.09","0.337997847","30.7529062","8.97","31.55","23.04"
"Austria","2014","AUT","8547812","354512000000.0","41473.98","0.224260218","30.53537309","8.77","31.15","23.18"
"Austria","2015","AUT","8644037","358108000000.0","41428.36","0.684607308","30.53083122","8.83","31.26","23.06"
"Austria","2016","AUT","8737920","365233000000.0","41798.59","0.664063543","30.79513907","9.78","32.67","22.6"
"Austria","2017","AUT","8798779","373482000000.0","42446.99","0.349729788","29.73693013","9.06","31.58","23.02"
"Austria","2018","AUT","8841653","382540000000.0","43265.67","0.568358367","30.84742129","9.01","31.64","22.94"
"Austria","2019","AUT","8880876","388345000000.0","43728.19","0.646644458","30.21051586","8.92","31.33","23.26"
"Austria","2020","AUT","8921402","363281000000.0","40720.18","0.738606509","29.80069816","8.92","31.33","23.26"
"Austria","2021","AUT","8967053","379835000000.0","42358.98","0.485822186","30.70168197","8.98","31.29","23.32"
"Austria","2022","AUT","9064678","398815000000.0","43996.64","0.643973798","30.89292943","8.99","31.33","23.34"
"Austria","2023","AUT","9130434","338832000000.0","40533.46","0.5282233","31.20467961","8.9","31.75","23.19"
"Azerbaijan","1995","AZE","7719283","23188276303.0","3003.94","19.65492219","34.64882374","15.89","42.87","14.82"
"Azerbaijan","2001","AZE","8251776","36862177017.0","4467.18","11.39801219","36.45493686","15.98","43.63","15.63"
"Azerbaijan","2002","AZE","8326141","40295217200.0","4839.6","0.242402172","25.27766526","13.92","38.05","20.2"
"Azerbaijan","2003","AZE","8400528","44994637993.0","5356.17","0.248747738","26.83287859","13.29","37.45","20.26"
"Azerbaijan","2004","AZE","8489874","50107477354.0","5902.03","0.046829687","26.62159204","14.26","38.34","20.53"
"Azerbaijan","2005","AZE","8597248","64019175136.0","7446.47","0.0","26.55490637","14.7","39.16","19.49"
"Bangladesh","1983","BGD","95335162","84456198492.0","885.89","47.1450001","25.87648928","11.64","36.52","19.97"
"Bangladesh","1985","BGD","100253825","91717608984.0","914.85","41.4079994","26.91749632","13.0","38.91","18.98"
"Bangladesh","1988","BGD","107216011","102457000000.0","955.62","51.1070013","28.84654701","14.3","40.54","18.14"
"Bangladesh","1991","BGD","113787112","117332000000.0","1031.15","51.2078464","27.57080495","12.58","38.54","18.86"
"Bangladesh","1995","BGD","122600372","145833000000.0","1189.5","43.3907479","32.94298351","16.71","44.88","16.25"
"Bangladesh","2000","BGD","134544303","200824000000.0","1492.63","41.37348831","33.40653181","16.23","44.49","15.85"
"Bangladesh","2005","BGD","144715789","280264000000.0","1936.65","32.3163271","33.20129216","16.77","45.48","15.16"
"Bangladesh","2010","BGD","152201978","400088000000.0","2628.66","25.1185894","32.13031888","16.36","43.63","16.06"
"Bangladesh","2016","BGD","160811934","589933000000.0","3668.46","19.51116621","32.38527179","16.15","42.39","17.09"
"Bangladesh","2022","BGD","169384891","858144000000.0","5066.24","5.909079313","30.93025386","16.16","42.4","17.08"
"Barbados","2016","BRB","279604","3528285767.0","12618.87","1.677397639","34.06803608","21.19","50.49","11.97"
"Belarus","1998","BLR","10080579","85602469015.0","8491.82","38.24705184","32.01834857","12.95","37.81","18.56"
"Belarus","1999","BLR","10039221","87455010171.0","8711.33","33.74536932","31.73814714","11.93","36.9","18.48"
"Belarus","2000","BLR","9991310","91419114455.0","9149.86","26.50524974","31.16748333","12.25","36.93","18.89"
"Belarus","2001","BLR","9938068","94624119098.0","9521.38","14.72398937","30.57672381","11.93","36.13","19.86"
"Belarus","2002","BLR","9873451","98263269227.0","9952.27","10.43762639","30.33624291","12.05","36.13","20.01"
"Belarus","2003","BLR","9803175","103938000000.0","10602.47","8.680170029","28.82101238","10.64","34.58","20.57"
"Belarus","2004","BLR","9735089","114486000000.0","11760.18","4.262969643","26.47988498","10.0","33.51","21.34"
"Belarus","2005","BLR","9667833","123858000000.0","12811.36","2.440022305","27.55340934","10.05","33.68","21.14"
"Belarus","2006","BLR","9608041","134674000000.0","14016.8","1.061113458","28.27544212","10.25","33.85","21.14"
"Belarus","2007","BLR","9563135","144616000000.0","15122.2","1.062493678","29.61238027","12.03","36.14","19.91"
"Belarus","2008","BLR","9529357","157577000000.0","16535.96","0.5179286","27.82604396","11.76","35.41","20.17"
"Belarus","2009","BLR","9507334","156010000000.0","16409.47","0.540161878","27.68930495","11.38","35.04","20.9"
"Belarus","2010","BLR","9490752","166240000000.0","17515.99","0.17213308","28.56659889","10.0","34.47","20.8"
"Belarus","2011","BLR","9472738","173120000000.0","18275.64","0.054681324","27.15255022","12.47","36.48","19.27"
"Belarus","2012","BLR","9463075","175940000000.0","18592.31","0.081204978","26.52619779","11.69","35.06","20.69"
"Belarus","2013","BLR","9464454","177633000000.0","18768.43","0.022473457","26.57505274","10.38","32.86","22.75"
"Belarus","2014","BLR","9472704","180628000000.0","19068.25","0.0","27.17666626","10.65","33.89","22.1"
"Belarus","2015","BLR","9487289","173710000000.0","18309.74","0.0","25.63322484","9.03","32.11","22.78"
"Belarus","2016","BLR","9499066","169305000000.0","17823.28","0.0","25.30661523","9.54","32.56","22.77"
"Belarus","2017","BLR","9495793","173607000000.0","18282.47","0.027521607","25.44457018","10.13","32.99","22.29"
"Belarus","2018","BLR","9480031","179054000000.0","18887.53","0.022012189","25.2405256","9.95","32.93","22.65"
"Belarus","2019","BLR","9435415","181643000000.0","19251.24","0.0","25.27784705","9.61","32.77","22.58"
"Belarus","2020","BLR","9350943","180421000000.0","19294.42","0.0","24.38335568","9.61","32.77","22.58"
"Belgium","1985","BEL","9880338","235345000000.0","23819.51","0.240187789","25.20385087","7.5","31.2","21.67"
"Belgium","1988","BEL","9916566","256045000000.0","25819.93","0.735290674","25.71166456","8.91","33.37","20.68"
"Belgium","1992","BEL","10045988","283358000000.0","28206.12","0.983283855","24.94648248","7.57","32.01","21.09"
"Belgium","1995","BEL","10137264","297764000000.0","29373.18","0.729199266","28.41081917","8.05","32.47","20.78"
"Belgium","1997","BEL","10181465","314576000000.0","30896.94","0.492479419","26.83219612","8.32","32.85","20.49"
"Belgium","2000","BEL","10251719","345707000000.0","33721.84","0.305506005","33.13597739","8.19","32.6","20.0"
"Belgium","2003","BEL","10376262","358937000000.0","34592.14","0.393273961","28.14334333","7.67","31.54","20.14"
"Belgium","2004","BEL","10421298","372499000000.0","35744.03","0.052021956","30.54142892","8.52","32.21","20.08"
"Belgium","2005","BEL","10478883","380840000000.0","36343.57","0.25260651","29.33692038","8.44","31.97","20.23"
"Belgium","2006","BEL","10548445","390875000000.0","37055.22","0.19211492","28.05405259","8.71","32.41","20.17"
"Belgium","2007","BEL","10625488","404722000000.0","38089.73","0.170483091","29.23767865","9.52","33.34","20.03"
"Belgium","2008","BEL","10709711","408291000000.0","38123.4","0.118416664","28.37373018","8.5","31.72","21.0"
"Belgium","2009","BEL","10812936","399490000000.0","36945.56","0.118058792","28.55119109","7.49","30.94","21.09"
"Belgium","2010","BEL","10936619","411262000000.0","37604.1","0.142101746","28.37482989","7.63","31.35","20.6"
"Belgium","2011","BEL","11038624","420934000000.0","38132.85","0.184094324","28.06043923","7.94","31.14","21.15"
"Belgium","2012","BEL","11107522","424046000000.0","38176.46","0.172072789","27.49049962","8.17","31.38","21.16"
"Belgium","2013","BEL","11160277","425993000000.0","38170.49","0.14450805","27.66885757","8.2","31.63","21.07"
"Belgium","2014","BEL","11210113","432718000000.0","38600.65","0.076495961","28.13401222","8.34","31.87","20.97"
"Belgium","2015","BEL","11275332","441551000000.0","39160.84","0.137188379","27.72930861","8.48","31.83","20.96"
"Belgium","2016","BEL","11332707","447145000000.0","39456.11","0.059816154","27.58074105","8.63","32.12","21.11"
"Belgium","2017","BEL","11376583","454386000000.0","39940.5","0.174961891","27.38764882","8.5","31.83","21.15"
"Belgium","2018","BEL","11428608","462533000000.0","40471.53","0.089751184","27.2141993","8.58","32.83","20.43"
"Belgium","2019","BEL","11490623","472898000000.0","41155.12","0.106848113","27.21955478","8.7","32.95","20.38"
"Belgium","2020","BEL","11540102","447544000000.0","38781.64","0.085802883","25.95827878","8.7","32.95","20.38"
"Belgium","2021","BEL","11570843","474996000000.0","41051.1","0.036571189","26.57763362","8.7","32.94","20.33"
"Belgium","2022","BEL","11641814","489678000000.0","42062.04","0.020451889","26.37555599","8.7","32.91","20.32"
"Belgium","2023","BEL","11712891","409776500000.0","38106.565","0.086900452","26.82310343","8.69","32.93","20.33"
"Belize","1995","BLZ","204165","187634000000.0","14945.41","18.35659891","57.54764676","22.27","55.41","8.39"
"Belize","2018","BLZ","380232","187634000000.0","14945.41","1.0364783","39.94958401","22.84","53.27","10.11"
"Benin","2003","BEN","7913074","14127733603.0","1785.37","70.45722604","38.5774672","16.35","48.83","13.88"
"Benin","2011","BEN","10093626","17416238625.0","1725.47","68.41086745","43.43927503","15.34","51.9","11.9"
"Benin","2015","BEN","11360681","22279707949.0","1961.12","65.82089663","47.6038605","17.51","54.75","11.42"
"Benin","2018","BEN","12383349","26346543293.0","2127.58","37.17653751","37.94864416","14.43","47.24","14.13"
"Benin","2021","BEN","13413423","31331235336.0","2335.81","27.22341716","34.39580798","12.84","43.67","15.76"
"Bhutan","2003","BTN","637667","187634000000.0","14945.41","23.09144884","40.89800119","18.08","49.19","12.25"
"Bhutan","2007","BTN","678643","187634000000.0","14945.41","12.029659","38.09077144","15.59","45.12","13.85"
"Bhutan","2012","BTN","717288","187634000000.0","14945.41","3.646889701","38.80932629","17.51","46.41","14.14"
"Bhutan","2017","BTN","754343","187634000000.0","14945.41","2.614204772","37.44140863","14.0","42.14","15.04"
"Bhutan","2022","BTN","780921","187634000000.0","14945.41","0.013378284","28.45992148","14.0","42.14","15.04"
"Bolivia","1997","BOL","8167911","31321344983.0","3834.68","18.60489845","58.14171433","22.27","55.41","8.39"
"Bolivia","1999","BOL","8459810","33199090219.0","3924.33","24.57673252","58.03599954","22.27","55.41","8.39"
"Bolivia","2000","BOL","8606330","34126236477.0","3965.25","28.25398743","61.56523824","22.27","55.41","8.39"
"Bolivia","2001","BOL","8752740","34794954024.0","3975.32","22.32423127","57.36684203","22.79","56.41","8.02"
"Bolivia","2002","BOL","8900358","35770128530.0","4018.95","23.88804555","59.2749238","22.45","56.19","8.1"
"Bolivia","2004","BOL","9204297","38518211935.0","4184.81","13.24526519","55.00035286","24.14","55.88","8.72"
"Bolivia","2005","BOL","9360758","40366066215.0","4312.26","18.68030876","58.5185647","22.75","55.48","8.7"
"Bolivia","2006","BOL","9521685","42467223163.0","4460.05","15.90901017","56.66028857","23.23","55.16","9.04"
"Bolivia","2007","BOL","9685960","44577390720.0","4602.27","12.06879914","54.53250408","24.73","56.18","8.92"
"Bolivia","2008","BOL","9850859","47500614555.0","4821.98","10.56720912","50.81493855","23.95","55.3","9.16"
"Bolivia","2009","BOL","10016279","49290119749.0","4921.0","10.03657877","49.22029674","22.85","54.46","9.33"
"Bolivia","2011","BOL","10348931","54437027542.0","5260.16","6.934674084","46.0803628","23.91","53.84","9.78"
"Bolivia","2012","BOL","10515814","57225289193.0","5441.83","7.876712084","46.57996893","23.62","53.25","10.03"
"Bolivia","2013","BOL","10682612","61114326124.0","5720.92","6.757828593","47.58858085","24.9","53.98","10.09"
"Bolivia","2014","BOL","10848889","64451770571.0","5940.86","5.598164722","47.82916903","25.49","53.19","10.25"
"Bolivia","2015","BOL","11014707","67582198248.0","6135.63","6.209846959","46.73164487","23.3","52.82","10.31"
"Bolivia","2016","BOL","11180020","70463901130.0","6302.66","7.172520459","45.24082243","23.45","52.95","10.28"
"Bolivia","2017","BOL","11344591","73419862854.0","6471.79","6.412279606","44.61779594","22.48","52.99","10.2"
"Bolivia","2018","BOL","11508370","76521114837.0","6649.17","4.695862159","42.57908762","22.84","53.27","10.11"
"Bolivia","2019","BOL","11671386","78217588630.0","6701.65","3.138593957","41.64430201","22.66","52.58","10.15"
"Bolivia","2020","BOL","11816301","71382934039.0","6041.06","4.246918857","43.64543855","23.62","54.11","8.69"
"Bolivia","2021","BOL","11937369","75741579784.0","6344.91","3.054680862","40.91332257","22.79","53.04","9.49"
"Bolivia","2022","BOL","12077156","78165311428.0","6472.16","3.267121688","41.20837748","21.99","52.14","10.14"
"Bolivia","2023","BOL","12244161","54437027542.0","5260.16","2.817487344","42.05011427","21.97","52.12","10.11"
"Bosnia and Herzegovina","2001","BIH","4179446","27937499205.0","6684.5","0.644063344","29.96641994","8.87","32.59","18.9"
"Bosnia and Herzegovina","2004","BIH","4140990","31229543774.0","7541.56","0.395483291","34.0374887","8.88","34.31","17.83"
"Bosnia and Herzegovina","2007","BIH","4013420","35158268243.0","8760.18","0.172179879","33.06158781","8.65","33.86","17.97"
"Bosnia and Herzegovina","2011","BIH","3741799","35664062419.0","9531.26","0.235114456","33.0301851","9.76","34.8","17.79"
"Botswana","1985","BWA","1121954","3564063346.0","3176.66","50.13099909","54.21200991","24.36","60.98","7.94"
"Botswana","1993","BWA","1420120","8026901258.0","5652.27","42.12200046","60.14758945","37.7","69.11","6.27"
"Botswana","2002","BWA","1744765","14885467195.0","8531.5","34.80940163","61.53864861","25.64","66.9","5.79"
"Botswana","2009","BWA","1990671","22485468865.0","11295.42","21.07088417","56.93109035","27.44","64.63","7.24"
"Botswana","2015","BWA","2203276","30185273524.0","13700.18","21.36525959","54.90735769","23.28","60.61","7.62"
"Brazil","1981","BRA","124063113","971272000000.0","7828.86","30.69483936","57.8640461","27.24","58.61","9.12"
"Brazil","1982","BRA","126923156","978935000000.0","7712.82","30.96664548","58.35609436","27.24","58.61","9.12"
"Brazil","1983","BRA","129790081","950508000000.0","7323.42","37.73033321","58.90397429","27.24","58.61","9.12"
"Brazil","1984","BRA","132658861","1001890000000.0","7552.39","36.94343269","58.29911828","27.24","58.61","9.12"
"Brazil","1985","BRA","135515593","1080100000000.0","7970.28","32.41966367","55.52642345","27.24","58.61","9.12"
"Brazil","1986","BRA","138336371","1160960000000.0","8392.32","16.67965949","58.43289495","27.24","58.61","9.12"
"Brazil","1987","BRA","141104946","1201710000000.0","8516.45","25.50491989","59.64314938","27.24","58.61","9.12"
"Brazil","1988","BRA","143826357","1200530000000.0","8347.11","28.14142704","61.372298","27.24","58.61","9.12"
"Brazil","1989","BRA","146502975","1238780000000.0","8455.63","25.65101981","63.24578524","27.24","58.61","9.12"
"Brazil","1990","BRA","149143223","1185480000000.0","7948.57","30.33752739","60.45087576","27.24","58.61","9.12"
"Brazil","1992","BRA","154275077","1221830000000.0","7919.8","29.40422297","53.10341716","27.24","58.61","9.12"
"Brazil","1993","BRA","156794574","1298220000000.0","8279.76","28.19979787","60.06689668","27.24","58.61","9.12"
"Brazil","1995","BRA","161735079","1468840000000.0","9081.74","19.51411664","59.53119397","27.24","58.61","9.12"
"Brazil","1996","BRA","164202549","1520360000000.0","9259.08","20.65027207","59.83837843","27.24","58.61","9.12"
"Brazil","1997","BRA","166661662","1591960000000.0","9552.02","20.38013637","59.75471735","27.24","58.61","9.12"
"Brazil","1998","BRA","169159651","1617680000000.0","9563.01","19.13434565","59.56625342","27.24","58.61","9.12"
"Brazil","1999","BRA","171641544","1645890000000.0","9589.1","20.02005875","58.9512229","27.24","58.61","9.12"
"Brazil","2001","BRA","176301201","1785510000000.0","10127.63","17.54711419","58.40287805","27.24","58.61","9.12"
"Brazil","2002","BRA","178503485","1861740000000.0","10429.73","16.19352102","58.10567141","26.64","59.34","9.06"
"Brazil","2003","BRA","180622688","1904930000000.0","10546.48","17.12870449","57.55338669","27.34","58.98","9.37"
"Brazil","2004","BRA","182675144","2038450000000.0","11158.87","15.33019692","56.47182465","28.11","58.18","9.56"
"Brazil","2005","BRA","184688101","2129210000000.0","11528.7","13.66484761","56.31012917","28.31","60.49","9.07"
"Brazil","2006","BRA","186653099","2240810000000.0","12005.19","11.36917546","55.64221144","28.9","60.39","9.32"
"Brazil","2007","BRA","188552311","2405630000000.0","12758.41","10.79047918","54.91916537","29.99","58.78","9.97"
"Brazil","2008","BRA","190367297","2559840000000.0","13446.86","9.121086448","54.03758883","29.27","58.44","10.18"
"Brazil","2009","BRA","192079958","2589570000000.0","13481.72","8.444493264","53.68199944","27.28","57.98","10.35"
"Brazil","2011","BRA","195284736","2968460000000.0","15200.65","7.118549943","52.94176936","30.85","59.52","10.2"
"Brazil","2012","BRA","196876113","3025480000000.0","15367.45","6.394183636","53.43539119","32.73","58.56","10.59"
"Brazil","2013","BRA","198478290","3116390000000.0","15701.44","5.378860608","52.68340111","29.58","57.59","10.82"
"Brazil","2014","BRA","200085126","3132100000000.0","15653.84","4.735745117","52.02971101","30.47","57.92","10.72"
"Brazil","2015","BRA","201675534","3021040000000.0","14979.72","5.353846774","51.92653537","27.58","59.13","10.33"
"Brazil","2016","BRA","203218108","2922080000000.0","14379.01","6.478709728","53.36719155","25.26","58.35","9.63"
"Brazil","2017","BRA","204703440","2960730000000.0","14463.52","6.938964128","53.32115889","25.92","57.85","9.64"
"Brazil","2018","BRA","206107265","3013540000000.0","14621.23","6.884921342","53.88841033","24.7","57.42","9.64"
"Brazil","2019","BRA","207455459","3050330000000.0","14703.53","7.020309567","53.50940824","25.33","56.45","10.03"
"Brazil","2020","BRA","208660845","2950380000000.0","14139.58","2.770378813","48.9020288","27.05","59.08","8.19"
"Brazil","2021","BRA","209550291","3097570000000.0","14781.97","7.464696467","52.93880701","28.04","59.94","8.23"
"Brazil","2022","BRA","210306411","3187410000000.0","15156.04","4.854266346","52.01530457","25.75","59.39","9.06"
"Brazil","2023","BRA","211140731","1883335000000.0","10488.105","3.815588728","51.63943768","26.5","59.12","9.26"
"Bulgaria","1992","BGR","8559091","67935669606.0","7937.25","0.0","30.71430922","9.51","32.56","21.45"
"Bulgaria","2006","BGR","7640292","96404598197.0","12617.92","8.020827919","35.68882644","11.51","35.63","18.35"
"Bulgaria","2007","BGR","7586896","104058000000.0","13715.52","2.493052557","36.09587848","9.99","34.31","18.87"
"Bulgaria","2008","BGR","7535589","110900000000.0","14716.88","1.93631053","33.57256949","9.03","33.53","19.25"
"Bulgaria","2009","BGR","7488016","107365000000.0","14338.25","1.76498685","33.82307589","11.87","35.46","19.69"
"Bulgaria","2010","BGR","7437594","109045000000.0","14661.36","2.665789425","35.65346599","11.88","35.3","19.45"
"Bulgaria","2011","BGR","7380023","109435000000.0","14828.59","3.44882533","34.27497745","12.54","35.55","19.48"
"Bulgaria","2012","BGR","7317020","110262000000.0","15069.18","3.012300096","36.01097465","13.96","37.53","18.39"
"Bulgaria","2013","BGR","7264605","109644000000.0","15092.84","3.26669924","36.57089472","12.61","36.05","19.63"
"Bulgaria","2014","BGR","7223450","110704000000.0","15325.58","2.720817178","37.41585314","13.88","37.95","18.33"
"Bulgaria","2015","BGR","7177515","114499000000.0","15952.4","4.580772668","38.56437802","14.26","39.08","17.94"
"Bulgaria","2016","BGR","7127436","117979000000.0","16552.81","3.067172691","40.58967531","16.88","41.88","16.81"
"Bulgaria","2017","BGR","7075642","121238000000.0","17134.55","2.003164403","40.37896395","19.64","44.34","16.16"
"Bulgaria","2018","BGR","7024745","124493000000.0","17722.05","1.494672801","41.28407538","19.06","44.19","16.23"
"Bulgaria","2019","BGR","6975466","129520000000.0","18567.95","1.63108483","40.27111828","16.5","41.97","16.76"
"Bulgaria","2020","BGR","6933656","124393000000.0","17940.43","0.705435406","40.52315354","16.5","41.97","16.76"
"Bulgaria","2021","BGR","6877222","133890000000.0","19468.59","1.228091214","39.00544643","17.59","43.79","16.17"
"Bulgaria","2022","BGR","6825862","138390000000.0","20274.39","1.052967925","38.20150197","18.56","44.99","15.66"
"Bulgaria","2023","BGR","6795805","110802000000.0","15209.21","1.011001598","39.47053552","18.32","44.5","16.05"
"Burkina Faso","1994","BFA","10123807","11400569605.0","1126.11","87.64835596","48.01755548","21.27","57.95","10.09"
"Burkina Faso","1998","BFA","11240668","13917970173.0","1238.18","86.44390702","49.86853004","26.72","62.03","9.72"
"Burkina Faso","2003","BFA","13082530","16390237677.0","1252.83","69.63297129","43.25115085","16.89","51.34","11.94"
